CAMPAIGN_ID,NAME,VARIATION_NAME,PERCENTAGE_DISCOUNT
9765a65d28d85bcf6295e1e9bda60329,Delivery complete (en),,10
10db8f84bc535fc96c474ff5bfc46739,08/07/18 - engagement spice girls,Variant 1,15
18fc15931c88958b89c8f85028267299,17/03 - The Happiness Edit,Variant 1,
a9e2f8d4f3376852efa32447ee29afd4,DE - 14/05/20 - Pink Peonies - 10% - A/B Test,Kaufen,10
ea909dbef3a32449c05ee3832d800a93,050520TEXT6 - 10% PD,10% ,10
d20b9b9faf695997361b565f60713890,1202TEXT10 - 1PS - 20% MEN ONLY - AB TEST - SUBJECT LINES,20%,20
4578ecbf738697a5faaf5e4253171de5,16/12 - Last Free Delivery (£5 off),Variant 1,
7760a1c3dc665597b1148249e1aba2d3,12/09/17 - Roger & Gallet Addon + Faye,Variant 1,
9a439dd860f6a9ec7414016a156b1f73,18/06/20 - Rosie + Soleil - NL (with blog) - 0% - FDay Opt OUT,NL + blog,0
21a79dd6c21a878e5be109ff56c6cbdd,"DE - 29/09/2019 - our birthday, seg 2,3",old header,20
2b520e73192d79357bcc38c3b19733be,24/05/18 - The Rae launch - zero,Variant 1,0
23229d991a0c5bf0ffa7c61865af35b7,19/05/20 - Most Loved by you - 10% - A/B,Lifestyle,10
a80c0bea5266c4ced7b2e979e9425dc6,23/03/17 - Men mday17 - 10% OFFER - 8text Generic REPEATERS,Text,10
80ff3ccbbbbca75e43f15c85f5854a77,17/04 - Referrals April booster - £10/£10 (6pm),Variant 1,15
836bf3eebadd45cc3edbb38ade92548d,Repeater programme - iOS push abandoned basket same day (Weekday),old,10
836bf3eebadd45cc3edbb38ade92548d,Repeater programme - iOS push abandoned basket same day (Weekday),Variant 3,0
2ae61718ae361313a6eb6f4d92e7f41f,FR- 04/02/20 - Red Roses - 10%,with discount,10
f0b4f550835aa3f251e994b98a7ed96d,FR- 17/09/19 White bouquets - Wed send,With Prices,0
7d3934e30b2d020a57489f53079cfeae,12/02/18 - 9vdaytext M29HS 20% off dave recommendation,new copy,20
6671d90336e760cdd908809696611dff,30/05/2017 - FTS text email 50% off peonies,Version 1,50
2e3c76b4443d285fa7559cb58c60515e,06/08/19 FTP + The Ziggy - 15% off,Second hero: WOWTHEM,15
d544a8834c1ab8a3eb310b3df86d4565,24/04/20 - IAM - 15%,Variant 1,0
6d9dced0f943b8a4072bbac2966cb4b7,Password reset (en) - 5.0,,15
e4c993ca80eec475724f3cd6dbd5d7cf,FR - 06/02/20 - Apple Promotion - 15€FTS,with discount,
5621fbfdd8cea471979a2c98da5bf210,12/12/17 - Ruby + Mistletoe & Baileys addon,,
728de82a902e398102f5f8452935a67b,27/02/18 - The FTP & Free Pink Gin addon,Variant 1,
cec03045b62e924783a89fc050802d34,26/03/19 - iOS push 10% off Spring,10% version,10
2a7b8796e0d04bbd1bc7fb2010a48aaf,11/12/18 Christmas Collection Launch,Variant 1,0
1d2cd335cb5821caad2e769833317403,20/08/18 - B3GOF reminder HTML 1ps,Variant 1,10
1106d87578d5f5dc45152f9b3c212749,22/08/19 LV Last chance for summer bouquets - zero,V1,0
1746d991acd2167d11b17dd3e501f453,"DE - 10/02/2020 - DE at risk 20% text, women",Variant 1,20
96a1ac72cc64af8408088eba98a78fab,19/02 - Win Neom 2rand19 - 11am send,Sent to...,
8ae1691d16d8c21fa4b93b85a3a5d5a4,27/11/17 - In-app cyber monday,Variant 1,20
a49563e578b5fec491abb1ed429a1dbb,09/10/18 World post day - The Rosalind- HV - No discount,no half hero,0
91dd908cd501e0562fc34128ddb9a1e0,19/03/19 - SPRING IS HERE - LV THE JOY - 10% off,Block CTA: HELLOSPRING,10
841641692a0fa18cad2b738905590c74,14/08/17 - High Value - The Jeanie,NEW TEMPLATE,0
10adf5a4e103e6fb92407aac4b68be53,25/11/19 XMAS Launch - zerocode version - BUNDLES,A - no description,0
45b0f21eeea4aa75d38ca95445a0d3ba,29/01/17 - Felicity launch £10 RESEND,,
21f5a8238d50f2ec8f5431a46d13dc30,20/10 - Esme new customers,Text first,20
d868e8c3e0b992de2c909db6a0d23f98,"09/02 Vday segment 1 (repeaters, never used voucher)",15% off,15
52ffdb12200b3af4626e2a1aef6744ca,21/03 - Easter! sevenamcontrol,Variant 1,0
83c5bf849b83f715ab594c828178c022,18/07/19 Maya and Gemma - 15% off,Variant 1,15
a28b553b3441184ebac5bcccf90398dc,Confirm Purchase (en) - 4.0,Christmas,15
9e61604f660d99a47758be570e8617be,18/06/20 - Rosie + Soleil - NL (no blog) - 0%,NL + no blog,0
60cac711b3e6539bc837790a231a6850,7 xmas segment (single-orderers - not rec'd 1-6),A) BUNDLES,20
d8b7d1e6d731d781c4c39005ac6a7b72,10/09/19 The Kaya - 10% off,V1,10
a5b6945face905c4427ce32098ddae2d,30/05/18 - iOS push 10% time test flash,Discount,15
35d9ad55b71f59ea2f6718949c406f7c,08/02/18 - Galentines + The Effie,Variant 1,15
cc4bdaf1153572a0dc15d5a8b707b260,14/12/17 - 12xmastext - 20% - YTEW53,xmas text,20
065b73e1eccaf7bd4658eb5e15562c8b,FR - 23/04/20 - IAM - 15%,Variant 1,25
83c5696324d4c03e95d01d98056b50d9,03/09/19 Morris Launch - zero,v1,0
0dca5a146d01d6db613e871ba3ca9d0a,18/06/19 Millie - 15% off,No quotes: WHITEBLOOMS,15
631404efcb1c797f976e1b7e780b4066,FR Trusted Shops weekly,Plain Text,
f07e36685f5082c8ecb1d67a4d6c5de5,12/10 Bouquet naming,[No name for this variation],15
a28b553b3441184ebac5bcccf90398dc,Confirm Purchase (en) - 4.0,Original,15
0cf36c1b31a8b31a8dfb4c58c982e668,16/03/17 - Anoushka + Free candles CORRECT,Variant 1,
1f1616cf597128f01a0fc6dae31cf953,13/08/19 Jamila - addon,With addon : SNIPSNIP,
37478174a6e9b6cfdfffb6bd2d3cf704,DE - 16/07/20 - Text Email - Lapsed,lapsed,20
c31d90e5e532b6d717cccde2fc017913,29/10 Rugby (men's),£5,
31c5e379a26ba685f3a6596b79cc851b,Delivery complete (en) - 6.2,Original,15
f5e7042e34b99f21682e5da44da57d9f,25/08 - Summer sale (NOT app users),,
9fe38e3720c991c498b944b1f1abe562,25/09/19 - 15% click to reveal IAM,Variant 1,15
89b37dc024d86d7c8d552b6ad148e444,19/12/19 - last free delivery - text email - £10,CVJ74,
1bed185540c0a243bdf65f4c002d15b1,09/02/18 - 9vdaytext M29HS 20% off dave recommendation,Traditional,20
87f22978fd7706fcca73cb8103ea66e6,20/06/18 - Piper survey followup,25% off,15
ef405452248e436f9e1d3eb3182ebe0c,04/06/20 - HV email - zerocode,0%,0
49993a5fec74d042a9799bd1ea2988e7,20/06/19 Tessa FTS £10 off, JUNEFLOWERS,
813e5e7178484a93b57fe0f67190b17a,02/01/20 - lapsed - text email - 25%,CVJ74,25
3bf22850a6c8f38cd6e8c356c9a97ca8,07/02/17 - WOMEN £10 FTS Margot launch,Edge of Ember,
4652c665fd220f8191a0044812f13644,09/08 - Let the games begin 15% offer [never ordered],,15
fac6a767cdf93b01d8a5385b6e763c73,24/08/17 - FTP + Dog UGC + webtoapp 30%,,
156ab00e578353ad355b6d66eede4137,1st purchase programme - web to app - 2019,Gif,25
0c414896c4b94b591495edaaaf8a06c0,30/04/19 Lapsed text email - 25% off,CVJ74,25
32b8edb2f9fe5c17c8ee6acdcbc81d61,14/11/17 - LV - FTP + Nikki Tibbles Launch 25% off FTS,Variant 1,25
216fdfcd1e254ade0fff3f2198ea2688,31/01/20  - vday launch (men) - text email,CVJ74,15
6b8b55b05697392a415f3ae86e0d50e5,FR- 06/08/19 Saint Amour,With Prices,15
6fd4586144c60993bd46589990a3bc20,11/06/18 - Father's day sale in-app 10% FATHERS,Variant 1,25
e94e4da91b223daa0d5ef904397d4bce,Repeater programme - End of bundle subs push (2 days before final delivery),Control Group,15
79cc70f60aab155c754ae41b74bc5e2e,Copy of 10/12/18 - iOS push 10% off - Holly RESEND,10% version,15
ced52341315b772afe13de455afdcf74,14/06/19 IOS - IAM 15% off,Variant 1,15
51e405e27c48abeca68e71992fc617aa,DE - 17/12/2019 - REMINDER TEXT2 BUNDLE PROPENSITY 15% off,Variant 1,15
06b9018766d9dcd79573a17c3c981d97,23/03/17 - Men mday17 - 10% OFFER - 7text 1Ps,Text,10
180540e36c4921c494911251c69edab3,FR - 12/12/18 - Existing Customer Survey,Variant 1,0
6a2a2e018a059805e6d2bb1a74466d11,DE - 05/07/20 - Push - iOS - 10%,10%,10
418d475d7947a36a1e02c7b9b88b11ac,15/12 - 11Text - Men,Text,20
16c90bde380501c4cc74c30c49a57bc6,09/05/19 Hallie is back - 10% off (mday opt out),Variant 1,10
a5302bf5961b8acf427e7eca0312aa37,13/02/19 Final countdown - text email £5 off (m),: SPECIAL,
8c6ff72edd59f5891165c3101ed8a0a1,"DE - 22/12/2019 - last minute gift ideas 2,3, 10% off",variante 1,10
96097ef5d302f14d4eaa91473caba751,0912TEXT7 - AT RISK (6-12 MONTHS LAPSED) - 25% OFF,CVJ74,25
c82a43299e421657e94dd6ca8959b7ee,FR - 21/07/20 - Summer Launch - zerocode - A/B,Long,0
4e19e4018d8ec55182894e2c41e94f86,040620TEXT4 - NEWLY ACQUIRED - 0%,0% ,
e010a9331978fff97cdabfa1c9967048,28/01 - Male App Early Bird 15% off (JULIET - correct version),Inc. product,15
40e1ce5fca95bc41a6d3b814b6133986,11/05/17 Jasmine Email - Existing - No purchase within 3 months  - £5 off,Variant 1,
fc88bf6dde15fb7fc07725eb0f7ade0b,FR - 14/05/20 - iOS Push - 10%,Static image,
075b0671500d08120c2417405ed3de70,18/05/20 - Push - iOS 10% - Harper,10%,40
bb60e2f68db37756c47ce1901da586ad,16/04/19 Push Notification - IOS - Content Card,GIF: BOUQUETS,15
e75817b0cd7394e4781601e54b2e8e10,02/05 - Launch the R29 - WOMEN,Refinery29 - 1,
96cad61c681180a892131205a92d8fcc,20/06/2017 - FTS text email 50% off British Flowers Week,Version 1,50
c46776e33e55647c91a81a312f1f84bd,21/01/19 Blue Monday - FTP - 15% off,No care tips: PRETTYMONDAY ,15
92df0ffda8c11817cdc162815a8ef76b,05/09/18 - B3GOF Winners August,£30 voucher,
3867723783388ddaccbaa47f3a9984e4,02/01/20 - Lapsed - text email - 25%,CVJ74,
ad63876089b07d337adee339509b0d08,DE- Review our iOS app,Variant 1,15
ebdb7de17893a76ef73d4b226fbfae52,25/03/19 - 25text5 - Women Bought for Mother's day last year <WTS64><QA3TN>,15% off: WTS64,15
ff411c303d9b07190826c6e555980472,17/05/19 IOS - IAM SALE,Variant 1,15
cc6bafe497f1206d4f11e95151bc654c,"DE - 18/02/20 - Click to Reveal - 15%, seg 2,3",variante 1,15
e85dfa2cb7a3274dbb9c9275786ade18,24/08/17 - FTP + Dog UGC - App users - Zero code,Pets PJs,0
c27dbe2bd2757cc38155686fd3a259e2,21/11/19 - Piper - 10% version,with description,10
2b1dacf1b475d2061c03b5dba8d0904f,22/05/18 - FTS £10 Reconsent,25% off,
8f129b2d0494e2e3d4b7b2f96a8939ba,DE - 15/12/19 -15% christmas deco ideas IAM,Variant 1,20
95bd407a8bbc41b07247f69944d43f55,17/12/17 - Recommended Bouquet - Robyn,Variant 1,15
8f1c4f16db235825db7dddda9e650fb7,DE - 03/05/20 - 10% - IAM,10% MDAY OPT IN,10
e826bcea007ac6d0e95f8cc414eb4dc2,Web to app 08/12,Variant 1,10
34703bbc9454ff740d76e9e9bfd2de95,20/09/18 Issy and Lulu - 10% off and 0 test,10% off code,10
89ee05816e024cb25ad9c87dd13b870b,29/02 - Launching the Freya (women + app),Women + App,10
63f3a9db5683c8076758fffa1792c2f0,"DE- first order thank you message via Web  -Welcome to Bloom& Wild ( Pref 1,2,3)",Control Group,10
7ed77a70f49b4b0625f14a708bb4291f,26/11 B2B2C,Will,15
3567e30c72ca8dacc31bc33061851e28,03/10/19 - Push notification - grandparents day 15% Android,: SALETIME,15
3f0e4c70b69c1b96b467d142860b147a,20/03/17 - 10% OFFER - 5text BUNDLES,Text,10
707344139045ba96171ba1646636a2c4,21/06 - Last call for Peonies (non-purchasers),Variant 1,0
6fd38249a4a8eb7f19aa3d11e77d0fce,21/08/18 - Last chance Soleil and cowshed addon,Existing Template,
f91393053f232d7a837efcb08d40a2b6,13/12/18 xmas18text1b - Lapsed 13m - no bundle propensity- £10 off,,
e6a7068014333b45ab800e5f2ee8a9f4,14/03 - Name our Easter bouquet,Feeling creative?,10
b5d968554e573712cc48b33acdaf4309,21/11/19 - Piper - £10 FTS version,with description,
eeda192751c6790033dc8d72abf8e50c,27/09/18 Orlagh Autumn edit,Old Temp,10
0a013627fd42f7e63df2ac0f45b46132,21/11 - More XMAS,Variant 1,0
f72776ef09306ce263eabd5677150794,DE - 26/11/2018 -Black Friday unopened --Cyber Monday,Variant 1,25
0f350762c543b8f606970637039e9656,DE 16/06/2019 - Harper UGC,Variant 1,0
757ff199af38e1b1c6c7b58afd4f8127,FR- 15/06/18 Text Email - Last day to order for Father's Day,Text,15
0f2cdbc3b11e14708f0fb088c77ee050,UK - 03/08/20 - Text Email - Rest,Rest <3M,10
d96246f58f1ba1bef9bb59c57206e585,29/05/20 - at risk - text email - 6M,,15
4c8886494be36467a99dba708513fe16,31/08/17 - Flower Team Pick Solus,Variant 1,0
0086b37388bb6ec25d1134e8a00f9e6c,20/08/19 FTP- 10% off,15% variant,15
fff381dfbbc7036b5ad2e1a09b332df4,20/03/17 - 10% OFFER - 9text FTS RESEND,Text,10
15b0c9a77d1252987399350a4b5a0962,Mention Me optins welcome email (£10 offer),£10 off,
b912cc317e1efb673619807cc3fe88c4,Inferred Occasion reminder (15% offer),Text,15
5dbe3bba4ed9f023e3e895654bdc4ccb,03/09/18 Android push Liberty launch,Rich push,
7ee57f930251b28d6799ab9985e28f9e,DE - 11/02/20 - Crush - 15%,variante 1,15
7d1bfae159ffca1d68b33e900b6fccc0,16/08 - Esme launch,Variant 1,0
705ba939d438766e1101d82fb12c2c0c,23/05/19 Push notification - Android £5 off,: SALETIME,
34c591273cda52410594229c40313d7c,"17/12/18 Bought last xmas, not yet this year - 15% off",20% off,15
256ce72f0142cd60da7d741d43be6c67,18/01/18 - The Edie - Best Friend email FTS zero,19/01/18,0
2a4beb1e7eed4390f07bc9fa317d7f69,11/02/19 - mvday6a - at risk (6-12 months lapsed) - 20%,2 CTA: 8YH3FC ,25
3c6e161f3b4d11708b82004e85e011d3,05/06/18 - June Occasions driver + FTP,Variant 1,0
54717ecff7ca15c3f40ac56cbb980ecf,09/01/18 - Occasions Driver,Variant 1,0
45ed94302b00e5d1a36ec4e871ef18d5,20/12 - 4Text - Credit reminder [RESEND],Text,15
7c2010122a1085ae1d2212a4190caab4,11/02/20 - Women - GIft Guide - Vday opt OUT - 15%,A - Colour Background,15
169cf2364340d7541bc4ccd5fa57010f,FR - 27/02/20 - gmday text email - A/B/C Test,25%,25
1e06a69b2e97951d897f26fb6115568a,Repeater programme - Rich abandoned basket email,Product in subject line,15
63cceb53df4be0c3c433f6c6409520a5,0912TEXT11 - REST REPEATERS - 20% OFF,Perfect presents,20
657f6b09dafb11a8411dd050b2684291,UK - 03/08/20 - Text Email - At Risk 3m,3M,15
ff86994f93a65fa46603f5b839b267e7,31/10/18 halloween Push- IAM,Control Group,20
810579274db199de0be5ae32d760dda8,FR- 20/05/19 Text Email Aron - Mday,Text,15
89a08b12cab372a8fe6f060069dc3e01,13/12/17 SL TEST - 1xmastext - Credit,There's something waiting for you,0
40cf4e9a932b76755cf1a9139978a5b7,26/10/17 - FTP with Lavender addon,Variant 1,
ae8b7dcdc5c7c6f54835b95e8bd99bed,"Occasion Reminder - INFERRED, -2 days - iOS PD",15%,10
678107c21feee67a52e6f9db7befb8cc,060520TEXT4 - 1PS,15%,15
4edab5f8d51ed5add29acf248b49fb82,30/06/20 - FTP + Frida - NL (with blog) - 0%,NL with blog,0
50eeb1e8b1466cafd12ec5c522d28de8,03/03/20 - MDay launch - 15%,Variant 1,15
6c50e2d349d3f85a1440294a6f113981,DE 02/12/19 - Android 25% off cyber monday push,Rich push,25
5eae111ee4a33d3d7078b773d0b7b0e6,27/08/19 The Harper - 25% off,BESTBLOOMS,25
72b6fe00afdce37ede26bd0c3308b456,Delivery complete (en) - 4.0,New,15
4d055187de8fb10c21895f5f3f229930,"UK - 06/08/20 - Harper, Elena - zerocode",,0
26dc2dd653832c125d3e7d7b8444cbef,26/12/18 Boxing day sale - 15% off,With banners (no code),15
b2a42cec23c7195b796cbced87f08c83,FR- 11/02/18 vday edit MEN,Variant 1,15
a70d35cc0ccf294920a31444e4125102,30/08/18 - Glasgow Oliver Bonas Workshop Email,Bundle,10
9559cfec902b3d4bc22a44a46c8e113b,10/02/20 - at risk - text email,CVJ74,25
61470828ee9e201f3f1c7f92192ce727,01/12/19 - DON’T MISS YOUR OFFER text email - 15% version,CVJ74,15
bd58172e2cfc80f1f2b6b37fabced171,25/04/19 Push Notification - IOS (older app),GIF: BOUQUETS,15
137eddd26d23ba1cd7dec95b5bab139c,Delivery shipped (en) - 5.0,,15
cf4ec06d67a1c0eaa8b2eb97018e5888,22/06/17 - Summer Solstice - £10 FTS,,
228686aa4ff595f88387e74bd7b84073,19/09/19 FTP - zero,No intro copy,0
a36b26c35a9b3c15590baa4a6d8a9106,15/08/19 IOS - IAM Click to reveal £5 off,Variant 1,
6f0d4a3edc0e635d3765ea868ab8d1bf,28/03/18 - TEXT - Last Chance Free Easter Delivery,Bundle,0
671893abd397e583245a1570a513ea9d,17/09/19 Jodie + Isabelle - 15% off,Expires next day: EASYPEASY,15
a6f0098966a8bc257ee632ebc4a0ff0e,DE - 07/05/20 - Last chance Mother's Day - text email - 15%,15%,15
46b50194baf166f5948076d5abc61532,15/08/19 Click to reveal - £6 off At risk,Variant 1,
2a944fadaa2047faaab02fb52afb718a,050520TEXT2 - LAPSED 13M,25%,25
8d53227b49a2398ef3f50eacde37efa5,"Occasion reminder - INFERRED, -3 days - Landing Page Test",Send-Flowers Carousel,15
107d91b14898d4654fc93e8828ea3a5f,1st purchase programme - education email 2019 original timing,New template + new copy,20
3c55c19555cd7a8fb7dc6f869fc37a62,21/12/18 Final call for xmas delivery - IOS - IAM - 15%,Variant 1,15
db7958f2eccbe8975b73b3c62b8a1c71,"DE - 10/11/2019 - collection intro MW, seg 2,3",variante 1,15
c1fceb1205045c20eeb903dba94e1ba9,06/05/19 Push Notification - IOS (older app),GIF: BOUQUETS,15
518c2728a124a7ca5774923a7a145381,FR Abandoned Basket Survey,Text,10
7b1d6f2f6ad785015b2879c47e55028f,DE - 27/08/20 - Text Email - Plants,15%,15
0a4dc5a787ac2b8ffe3c886a40cf20b0,09/10/19 CTR text resend for unopened,CVJ74,15
2513f55153391a31468de82b579b2ca3,One-click pending order push iOS,No offer,0
24d964d81a17bcd52211f7b221b96dd6,1302TEXT9 - Women - 15% (resend of click to reveal),A - £10 off SL,15
8c9e6c4c1250697829d163b3b68b4709,"DE - 23/10/2019 - the power of colours, seg 2,3, wednesday test",old header,
09b34b1f074a44b3acd4dab67d5090fd,12/02/19 Push Notification - IOS - 25% off (quicker send),: SALETIME,25
9c0093ba255461499f5f49474e891f48,DE Mention Me Sweep Up May 2020,New template,0
2f327bdd88cac31263d1fc6e555d078a,29/12 - Launching The Ava,Introducing,15
439c7c8669beca7102d9756954433f06,16/07/19 Push Notification - IOS 15% off,GIF: BOUQUETS,15
d45d88221a72777e621d694c5a6ccf72,30/08/18 Sept occasions driver - The Daisy - 15%,Variant 1,15
1228191b4ec6747a626239c6254083c0,11/07/19 FTP24 - 12% off,Variant 1,12
3c4c3f1eb8f49699336067ba655fda14,25/10/19 - 15% off IAM,Variant 1,15
9a620793307917959313daee22d91649,HV - web to app (10% offer),CI 2019,10
be6445e74bc8d841d3f1f985ed4ab89d,DE - 02/02/20 -10% IAM vday opt in,Variant 1,10
575ddfe2abaedf6ed321c113f0293c40,21/12/17 Last DPD delivery - REPEATS - 25% - TEXT,xmas text,25
384b4e7b5d48c7d4ae9ed01b80e27880,30/05/18 - 10% push TAKETEN normal - Android,Rich push,0
7c7d1e91bdb4a5c40d06adbc40a00f80,17/03 - The Happiness Edit - Unknown gender,Variant 1,
fcfd7ae0c226d984352cb948e57d11d3,DE - 18/08/20 - Evie + Arielle - Low Value - 10%,No Banner,10
b10a37efe1da18155e3dd36552d12245,10/09/19 The Kaya - zero,V1,0
00ce05857cd5d6eda5ed14efe95d26de,23/01/20 - Charlie + Caroline - HIGH VALUE - 10%,SL: A little Tuesday cuteness for you,9
d70262a57d12c6d901f5fa4526e55614,02/08/18 - The Clara - 15% off,Variant 1,15
75bfaa0997074e633ac4795b66a2aa28,15/12 - 10Text - Peak planners,Text,20
dcfdfcc0e0fb737082f42c9f86f2d53e,3rd purchase programme - Mention Me £10/£10,CI 2019,15
467e8c56d3229637f7b4bcf869051fb1,20/12/17 - delivery date message,Control Group,15
7672efe48dce65b5e132e86c77ce5689,"16/12/19 - 1612TEXT5 - BOUGHT LAST XMAS, NOT THIS YEAR - 15% OFF",CVJ74,15
4e9184558512ac2ffc3dd6b0d1cfc191,14/11/18 10% Push - IOS- IAM,Variant 1,
ce386ca65a9efd1fd23fe2d9611537f6,DE - 19/05/20 - FTP + Maite Kelly - 10% - A/B Test,New Header,10
4eb2583b1f81176dd39b9c0b98f07e82,18/06/20 - Rosie + Soleil - NL (editorial) - 0% - Fday opt out,Editorial,0
2249382e8bb7cd5763d28a1affe7b9c3,18/06/18 - Android push 10% Rosie,Rich push,15
595a1a08cff5c536f4059313b06575f4,DE 06/06/2019 - Best Friends Day 10%,Variant 1,10
dcd76076c70caaa85785ec0bf1e063f9,24/03/17 - Last mday orders - BUNDLES,Variant 1,0
b2846c2c3170254bab2671dbfde49e22,"DE - 02/02/20 - Vday pre order (seg 0) 10%,",variante 1,10
eedb7fb411e7ed9eb7fc541cfee2a924,FR- 13/02 Text Email - last chance MEN,Text,25
45804ffea7f65e5d1a69907d9a973acb,20/3/18 Easter bundles moved to 8th (DELIGHT),Variant 1,15
9cb5e326cd9beb2f69c95f49545a1f4c,31/08/18 - Lapsed 25% Text email,25% off,25
8a5eaa221eeaf15835e944948ea421dc,21/01/19 Push Notification - Blue Monday - Android - 15% off,Joyful shot- WINTER,15
46ba9b2d451ba5c5d58738ddafca5bab,"DE - 08/12/2019 - gift guide, 2,3, 15% off",variante 1,15
b5236aa719ba08b3f8c7828105da280f,"New 06/20 (15%) - Occasion reminder - INFERRED, -3 days - Landing Page Test",New 06/20 - Send-Flowers Carousel,15
288115fa1b0775dfa57480f1ca8f8218,Delivery shipped (en) - 6.0,Original,15
7002e9c2c03b73d7c47b1f95e579ee8f,25/07/17 - Margot - Existing App customers - Existing Template Version,,
6ac53385a00b0d45421c57a299b64a79,09/05/17 - Wildflower email (elsie),,0
c18e49979ac4665335c33cf9a148835d,03/09/18 - iOS push Liberty launch,10% version,0
995d72300d8afd61c1fc6b2253483202,29/05/20 - lapsed - text email,lapsed,20
4557ebbf7387c88d464b7ea4d105f799,CRM - Triggered save 3 occasions,Control Group,15
b58631695e27c8a7bedde47e2d7915d4,15/06/17 - Father's Day Email - £5 off,Variant 1,
5254d201c3b323cb2acf26febe7ea3e2,UK Sweep Up Web to App Covid Aug 2020,CI 2019,10
6aee2665eb85a30d8f03c6c50618803c,31/07/17 - August Birthday Nudge - app people,OLD Template,0
b32faa58ea60433cb295c3ddd66457a1,13/11/18 The Erin - 10% off,,0
841ac024c67e10e7c9379849cc825070,DE - 30/08/20 - Text Email - At Risk,At risk,15
c42a2f1868a7e0375952ae45fd13538d,FR - 16/06/20 - Fathers Day Email - zerocode,Flower Led,0
d87d031ac78efabafccb12b98574bb1e,31/10/18 - At Risk 20% Text email,20% off,20
afe2baea1849fdaf7153e55cb94cb2cc,DE - 13/01/20 - Scented Stems - 10%,variante 1,10
b2f454df946be7b015d64c324e1cda29,18/03/20 - text email - last chance for free mday delivery - £5,CVJ74,
7558880d67599dc7bb417303cee6a5cf,13/02/19 - mvday14 - FTS (Resend),3XWY2,
34d7dfb2bdf2ba0a0dada3702d74e49e,19/11 - Letterbox Orchid (targeted) - 15% off,Variant 1,15
2b8d75521d465651b3110ed05a74f3e2,05/09/17 - Our 4th Birthday - FTP - £4 off - FTS signed up <3months,Variant 1,
70bd29abe9716370c1c1b450b0892570,01/05/18 - Spring Tulips last chance,Variant 1,0
d766f852d0b9d0fda1f53254254dd741,31/10/18 - iOS push 10% off Halloween,10% version,20
3e5cc95abbca6d6751e0aad05f31b63c,DE - 1PP 5EUR Sweep Up,Variant 1,
ae2b32b0d4f81a972311ae639b851462,DE - 06/03/20 - PUSH - Android 15%,Rich push,15
0350a2b8ef0d5b87e22da39da17e1617,Delivery complete (en) - 6.5 - Web order tracking A/B - DO NOT DUPLICATE THIS CAMPAIGN WHILE A/B test is running,Variant 1 - with web order tracking link ,10
5c5f65bc8a1397f47f597371d2622a99,07/10 Friend referral weekly newsletter,£5 credit,15
c7d5628a662bf04e08b59a236cd5b806,15/06/18 - Father's Day Text Email - 20% version - FTS,10% off,20
39edcaf7749a3619fa076d60b3cf7508,29/02 - Launching the Freya (women + no app),Women + App,
d31749ea50e90c8508c87b566d3467cc,"DE - 16/12/2019 - christmas presents, 2,3, 15% off",variante 1,15
7f318711a7b5a0eddd4ffb3c6f9cbad9,03/03 - Dorchester Push NO offer,Variant 1,
234a18dfeecccafdb953bea9742437dd,10/11 Nov designy email - London postcode folk,15% off,
a0861586d11f9837eae1d30dc1edd5d0,02/12/19 - Sale Just got better - A/B Test - LAPSED,B £10,
c0d8911f18840f92d697e448564ddfc2,10/03/20 - LV - Jeanie - MDay opt OUT,Variant 1,15
3ca86fd8b8a16d0b989b1d67f6496a1e,DE - 02/03/20 - 10% - IAM,Variant 1,10
de5ae5a7a2716364869ef222b11ecaed,29/08/19 The Jodie - 15% off,V1,15
f5e540b9ee6fb5c201be520269a7375b,DE - 21/06/20 - FTP email - 10%,10%,10
eefe3a28adbcf3f2ed839c15bf8a9239,28/04/20 - FTP + Coral charms - zerocode,0%,0
b0ba1b529395eeb2545c1275c7133ca2,10/02/19 Lapsed Text Email - 25% off,JMN46,25
e13b7970ce2838f2d31053bd22e8e801,12/12/19 - 0912TEXT10 - 1PS - 20% OFF Resend,20% off today,20
cde8b17197d53b629405689226343a8f,13/12/17 SL TEST - 7xmastext - 10% - W3HT4,Calling all Nikki Tibbles fans...,10
e85a19406900e87001647d3a88ea4a1f,12/07/18 - The Lavender Launch email,Variant 1,15
f1412d2652b68e72078e1ab437bb2eda,Delivery shipped (en),Variant 1,15
669d4b2a0227bfdcfd46b43ea8a0a3a0,3B xmas segment (add-ons),Isobel 15%,15
5f932cad3b7b18df355f0bb2009ed45d,"Nov 19 - User Research Recruit (Discovery) - UK - Lapsed, one purchase",CVJ74,10
7927e616ab2d64002999dd2cef8e524e,23/03/17 - Men mday17 - 10% OFFER - 9text FTS RESEND,,
5adb2533d3e320aadaca2dc54c28cdcc,04/11/19 Push notification - Android 10% off,: SALETIME,10
b9757c02519d3720edf975fab0b80089,19/03/19 Bundles 10% off,no additional content: BESTGIFTS ,10
dbac40ff93f486217778d657462ee69b,"DE- 29/11/2019 - iOS push 20% off, BRIGHTFR",Version 1,20
a979a3294287c86543850eef0c621676,28/02/19 At Risk Text Email - 20% off,FRE83,20
e20ceb28b21f8abebd055fe514e3e04d,18/09/18 The Rosalind- 10% off,Variant 1,10
f581334b667ffcd6f3d33a77b1436edb,04/06/19 Clemmie - 10% off,Variant 1,10
1140f872136b9e8dee0c8bffdb79a3ec,"Occasion Reminder - Saved Occasion, -2 days - Push - Android 15%",Charlie,15
