,campaign_type_1,opened_1,camp_volume_1,users_received_8,campaign_type_8,disc1_pre_3days,disc1_pre_6day,disc1_pre_14dat,disc2_pre_4days,disc2_pre_14day,disc3_pre_1day,disc5_pre_13day,products_pre_7day,products_pre_14day,new_users_pre_3days,volume_pre_3days,volume_pre_7day,volume_pre_14day,full_revenue_pre_7day,year,month,users
155,2.0,2.0,3.0,31.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,1.0,2.0,8.0,4.0,3.0,14200.0,2016,5,2.0
156,4.0,71.0,252.0,0.0,0.0,5.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,9.0,3.0,4.0,6000.0,2016,5,1.0
157,5.0,4.0,8.0,6.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,7.0,4.0,1.0,11600.0,2016,5,3.0
158,6.0,3.0,11.0,263.0,8.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,2.0,3.0,4600.0,2016,5,2.0
159,1.0,3.0,8.0,3.0,1.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,1.0,3.0,2500.0,2016,5,0.0
160,0.0,0.0,0.0,2.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,7.0,3.0,1.0,10900.0,2016,5,1.0
161,7.0,8.0,13.0,11.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,4.0,4.0,1.0,10700.0,2016,5,1.0
162,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,3.0,2.0,4.0,7000.0,2016,5,0.0
163,3.0,71.0,251.0,252.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,3.0,2900.0,2016,6,2.0
164,9.0,7.0,12.0,11.0,6.0,1.0,2.0,3.0,3.0,0.0,2.0,0.0,3.0,3.0,4.0,7.0,4.0,4.0,8900.0,2016,6,3.0
165,4.0,115.0,238.0,8.0,1.0,3.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,7.0,12.0,2.0,2.0,6400.0,2016,6,1.0
166,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,5.0,11.0,1.0,1.0,1500.0,2016,6,0.0
167,8.0,7.0,13.0,13.0,7.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,3.0,4.0,8.0,1.0,3.0,2000.0,2016,6,2.0
168,2.0,3.0,4.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,3.0,3.0,8.0,1.0,4.0,2600.0,2016,6,3.0
169,7.0,66.0,198.0,251.0,3.0,6.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,4.0,11.0,2.0,2.0,5700.0,2016,6,2.0
170,8.0,8.0,16.0,12.0,9.0,8.0,3.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,3.0,13.0,4.0,1.0,13900.0,2016,6,0.0
171,1.0,1.0,1.0,238.0,4.0,5.0,0.0,3.0,4.0,1.0,1.0,0.0,5.0,3.0,2.0,8.0,6.0,4.0,15400.0,2016,6,1.0
172,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,2.0,3400.0,2016,6,2.0
173,5.0,3.0,8.0,13.0,8.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,2300.0,2016,6,3.0
174,4.0,3.0,5.0,4.0,2.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,6.0,1.0,2.0,9.0,6.0,1.0,17900.0,2016,6,0.0
175,3.0,64.0,251.0,198.0,7.0,4.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,1.0,5.0,11.0,4.0,1.0,11500.0,2016,6,1.0
176,5.0,5.0,9.0,4.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,9.0,3.0,2.0,8400.0,2016,6,1.0
177,6.0,4.0,16.0,8.0,5.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,4.0,4.0,6.0,1.0,4.0,2000.0,2016,6,0.0
178,0.0,0.0,0.0,5.0,4.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,5.0,3.0,5.0,1.0,6.0,2600.0,2016,6,2.0
179,5.0,81.0,259.0,251.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,6.0,3.0,1.0,7900.0,2016,6,0.0
180,5.0,9.0,14.0,9.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,5.0,1.0,12400.0,2016,6,1.0
181,9.0,14.0,38.0,16.0,10.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,6.0,3.0,6.0,3.0,6.0,8700.0,2016,6,0.0
182,2.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,5.0,1.0,4.0,2000.0,2016,6,0.0
183,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,4.0,5.0,2.0,3.0,5700.0,2016,6,0.0
184,5.0,7.0,9.0,16.0,6.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,4000.0,2016,6,3.0
185,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,5.0,2.0,1.0,9300.0,2016,6,1.0
186,4.0,67.0,258.0,259.0,5.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,7.0,1.0,3.0,2000.0,2016,6,1.0
187,1.0,1.0,4.0,14.0,5.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,8.0,3.0,5.0,23400.0,2016,6,1.0
188,8.0,12.0,40.0,38.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,1.0,3.0,10000.0,2016,7,1.0
189,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,2000.0,2016,7,0.0
190,6.0,3.0,14.0,9.0,5.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,3600.0,2016,7,2.0
191,2.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,4.0,7.0,3.0,2.0,6300.0,2016,7,2.0
192,3.0,3.0,5.0,258.0,4.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,2.0,5.0,9.0,3.0,2.0,8800.0,2016,7,1.0
193,4.0,5.0,12.0,4.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,4.0,9.0,2.0,1.0,4900.0,2016,7,3.0
194,8.0,85.0,310.0,40.0,8.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,3.0,9.0,1.0,3.0,3700.0,2016,7,2.0
195,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,1.0,1.0,2300.0,2016,7,1.0
196,8.0,4.0,12.0,14.0,6.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,9.0,2.0,1.0,7800.0,2016,7,2.0
197,3.0,2.0,3.0,3.0,2.0,7.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,5.0,11.0,4.0,1.0,10700.0,2016,7,0.0
198,3.0,87.0,315.0,5.0,3.0,6.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,7.0,11.0,3.0,3.0,7900.0,2016,7,2.0
199,5.0,3.0,9.0,12.0,4.0,10.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,9.0,16.0,2.0,3.0,7400.0,2016,7,1.0
200,1.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,6.0,11.0,4.0,2.0,29200.0,2016,7,0.0
201,2.0,1.0,2.0,4.0,4.0,5.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,5.0,10.0,2.0,1.0,5300.0,2016,7,1.0
202,6.0,6.0,18.0,12.0,8.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,8300.0,2016,7,1.0
203,2.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,6.0,2.0,17600.0,2016,7,1.0
204,5.0,93.0,326.0,315.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,4.0,2.0,4.0,3500.0,2016,7,1.0
205,3.0,1.0,7.0,9.0,5.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,2.0,2.0,5.0,8.0,3.0,19900.0,2016,7,2.0
206,3.0,2.0,3.0,2.0,2.0,5.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,8.0,1.0,2.0,2600.0,2016,7,0.0
207,5.0,5.0,7.0,18.0,6.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,8.0,1.0,4.0,2300.0,2016,7,0.0
208,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0,1.0,2.0,2600.0,2016,7,1.0
209,3.0,68.0,267.0,326.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,6400.0,2016,7,0.0
210,7.0,2.0,13.0,7.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,1.0,6.0,3000.0,2016,7,1.0
211,8.0,4.0,20.0,92.0,12.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,5.0,7.0,2.0,2.0,4600.0,2016,7,2.0
212,3.0,20.0,67.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,0.0,3.0,5.0,5.0,8.0,5.0,8.0,12200.0,2016,7,3.0
213,1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,4.0,10.0,1.0,1.0,2800.0,2016,7,1.0
214,3.0,2.0,9.0,7.0,5.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,3500.0,2016,8,0.0
215,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,1.0,1.0,2700.0,2016,8,3.0
216,6.0,101.0,340.0,267.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,6.0,2.0,2.0,4500.0,2016,8,2.0
217,5.0,3.0,11.0,13.0,7.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,8.0,4.0,1.0,11700.0,2016,8,3.0
218,6.0,5.0,16.0,20.0,8.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,10.0,2.0,2.0,6300.0,2016,8,2.0
219,1.0,1.0,1.0,67.0,3.0,5.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,8.0,4.0,5.0,10300.0,2016,8,1.0
220,0.0,0.0,0.0,3.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,3300.0,2016,8,0.0
221,4.0,3.0,9.0,9.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,2300.0,2016,8,2.0
222,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,4.0,1.0,10600.0,2016,8,1.0
223,4.0,79.0,340.0,340.0,6.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,6.0,3.0,2.0,9500.0,2016,8,2.0
224,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,2.0,7.0,3.0,4.0,8400.0,2016,8,0.0
225,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,3.0,6.0,2.0,2.0,8000.0,2016,8,0.0
226,4.0,2.0,10.0,9.0,4.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0,4.0,3.0,5.0,1.0,4.0,2500.0,2016,8,2.0
227,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,6.0,1.0,1.0,2000.0,2016,8,1.0
228,4.0,98.0,346.0,340.0,4.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,4.0,7.0,3.0,1.0,7600.0,2016,8,1.0
229,4.0,3.0,8.0,5.0,5.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,8.0,2.0,4.0,6000.0,2016,8,1.0
230,11.0,19.0,55.0,13.0,6.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,4.0,8.0,2.0,3.0,6200.0,2016,8,0.0
231,1.0,0.0,1.0,1.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,6.0,2.0,3.0,6500.0,2016,8,1.0
232,4.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,2.0,2500.0,2016,8,2.0
233,5.0,2.0,9.0,10.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,3.0,1.0,9100.0,2016,8,3.0
234,1.0,1.0,1.0,2.0,2.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,8.0,3.0,1.0,6000.0,2016,8,3.0
235,1.0,82.0,320.0,346.0,4.0,6.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,10.0,2.0,3.0,4000.0,2016,8,0.0
236,5.0,5.0,10.0,8.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,9.0,3.0,2.0,8300.0,2016,8,0.0
237,9.0,8.0,38.0,55.0,11.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,6.0,1.0,2.0,2600.0,2016,8,1.0
238,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,5.0,1.0,2.0,2300.0,2016,8,1.0
239,3.0,2.0,8.0,9.0,5.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,6.0,8.0,2.0,1.0,4000.0,2016,8,0.0
240,3.0,3.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,7.0,5.0,3.0,13500.0,2016,8,3.0
241,4.0,94.0,353.0,320.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,4.0,8.0,3.0,3.0,8400.0,2016,8,1.0
242,5.0,5.0,12.0,10.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,1.0,2.0,2300.0,2016,9,3.0
243,8.0,5.0,15.0,38.0,9.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,9.0,2.0,3.0,5900.0,2016,9,1.0
244,2.0,0.0,3.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,8.0,2.0,1.0,4900.0,2016,9,2.0
245,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,8.0,4.0,1.0,10300.0,2016,9,2.0
246,5.0,2.0,7.0,8.0,3.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,7.0,1.0,2.0,2000.0,2016,9,2.0
247,2.0,2.0,2.0,5.0,3.0,5.0,1.0,4.0,3.0,1.0,0.0,0.0,3.0,4.0,3.0,9.0,3.0,5.0,5300.0,2016,9,1.0
248,5.0,9.0,18.0,353.0,4.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,3.0,3.0,8.0,2.0,3.0,5600.0,2016,9,1.0
249,5.0,5.0,8.0,12.0,5.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,6.0,4.0,1.0,12500.0,2016,9,2.0
250,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,7.0,2.0,2.0,6000.0,2016,9,2.0
251,5.0,4.0,10.0,7.0,5.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,2.0,2.0,6200.0,2016,9,4.0
252,0.0,0.0,0.0,2.0,2.0,6.0,3.0,2.0,3.0,0.0,1.0,1.0,3.0,4.0,2.0,12.0,3.0,4.0,8600.0,2016,9,2.0
253,6.0,6.0,13.0,8.0,5.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,10.0,4.0,1.0,10500.0,2016,9,0.0
254,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,9.0,1.0,3.0,3500.0,2016,9,1.0
255,2.0,0.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1.0,2.0,2500.0,2016,9,0.0
256,6.0,3.0,8.0,10.0,5.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,4.0,6.0,5.0,4.0,11100.0,2016,9,3.0
257,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,5.0,0.0,1.0,0.0,2.0,1.0,7.0,12.0,2.0,2.0,5600.0,2016,9,3.0
258,7.0,119.0,361.0,356.0,1.0,8.0,3.0,1.0,5.0,1.0,0.0,0.0,2.0,2.0,7.0,13.0,5.0,2.0,10900.0,2016,9,4.0
259,3.0,3.0,6.0,13.0,6.0,7.0,0.0,1.0,8.0,2.0,0.0,1.0,3.0,3.0,4.0,14.0,3.0,3.0,7800.0,2016,9,2.0
260,6.0,6.0,19.0,9.0,4.0,3.0,1.0,3.0,7.0,0.0,1.0,0.0,1.0,3.0,1.0,10.0,1.0,4.0,3600.0,2016,9,2.0
261,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,7.0,1.0,0.0,0.0,2.0,1.0,1.0,10.0,2.0,1.0,5100.0,2016,9,2.0
262,3.0,2.0,5.0,2.0,2.0,4.0,5.0,1.0,7.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0,3.0,1.0,8600.0,2016,9,2.0
263,6.0,4.0,18.0,8.0,6.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,7.0,7.0,5.0,21200.0,2016,9,0.0
264,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,5.0,3.0,2.0,8400.0,2016,9,0.0
265,2.0,96.0,368.0,361.0,7.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,4.0,4.0,5.0,11500.0,2016,9,2.0
266,6.0,6.0,8.0,6.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,4.0,6.0,3.0,3.0,10700.0,2016,9,1.0
267,7.0,34.0,123.0,19.0,6.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,7.0,3.0,1.0,7800.0,2016,9,1.0
268,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,5.0,10.0,2.0,2.0,5300.0,2016,10,1.0
269,2.0,1.0,2.0,5.0,3.0,2.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,4.0,8.0,2.0,3.0,5000.0,2016,10,1.0
270,8.0,7.0,16.0,18.0,6.0,3.0,0.0,5.0,4.0,1.0,0.0,0.0,1.0,5.0,4.0,8.0,1.0,7.0,2300.0,2016,10,2.0
271,5.0,81.0,359.0,368.0,2.0,5.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,7.0,1.0,3.0,2600.0,2016,10,3.0
272,4.0,5.0,9.0,8.0,6.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,3.0,3.0,9.0,4.0,4.0,9900.0,2016,10,1.0
273,7.0,6.0,14.0,123.0,7.0,5.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,8.0,2.0,3.0,6000.0,2016,10,2.0
274,2.0,0.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,8.0,4.0,3.0,9700.0,2016,10,1.0
275,2.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,6.0,2.0,2.0,5900.0,2016,10,1.0
276,6.0,3.0,8.0,16.0,8.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,6.0,2.0,2.0,4900.0,2016,10,2.0
277,2.0,1.0,2.0,2.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,6.0,3.0,1.0,6500.0,2016,10,2.0
278,1.0,81.0,378.0,359.0,5.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,5.0,10.0,4.0,1.0,23800.0,2016,10,1.0
279,5.0,3.0,7.0,9.0,4.0,6.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,3.0,5.0,10.0,1.0,4.0,2300.0,2016,10,1.0
280,8.0,6.0,17.0,14.0,7.0,5.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,5.0,9.0,3.0,2.0,7400.0,2016,10,1.0
281,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,3.0,1.0,5.0,2.0,4.0,5700.0,2016,10,2.0
282,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1.0,2.0,2000.0,2016,10,1.0
283,5.0,2.0,6.0,8.0,6.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,3.0,2.0,7500.0,2016,10,0.0
284,2.0,3.0,6.0,2.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,3.0,2.0,5.0,6.0,3.0,17100.0,2016,10,1.0
285,4.0,108.0,385.0,378.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,4.0,5.0,7.0,1.0,4.0,2600.0,2016,10,0.0
286,4.0,2.0,9.0,7.0,5.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,7.0,8.0,2.0,1.0,5900.0,2016,10,0.0
287,10.0,87.0,358.0,17.0,8.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,3.0,7.0,8.0,2.0,3.0,12700.0,2016,10,2.0
288,1.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,6.0,8.0,2.0,2.0,4500.0,2016,10,1.0
289,5.0,4.0,13.0,6.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,7.0,1.0,1.0,2000.0,2016,10,3.0
290,4.0,3.0,6.0,6.0,2.0,9.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,10.0,2.0,3.0,7200.0,2016,10,2.0
291,2.0,94.0,378.0,385.0,4.0,8.0,2.0,4.0,4.0,1.0,0.0,0.0,3.0,5.0,4.0,12.0,4.0,6.0,11200.0,2016,10,2.0
292,5.0,4.0,12.0,9.0,4.0,10.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,5.0,14.0,2.0,1.0,5100.0,2016,10,2.0
293,12.0,34.0,128.0,357.0,10.0,9.0,4.0,1.0,7.0,1.0,3.0,0.0,2.0,2.0,9.0,18.0,2.0,2.0,12100.0,2016,10,4.0
294,2.0,3.0,22.0,2.0,2.0,6.0,1.0,1.0,9.0,1.0,1.0,0.0,4.0,2.0,6.0,16.0,4.0,2.0,13100.0,2016,10,1.0
295,2.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,5.0,14.0,1.0,2.0,2300.0,2016,10,2.0
296,7.0,7.0,16.0,13.0,5.0,2.0,3.0,1.0,6.0,0.0,1.0,0.0,5.0,1.0,0.0,7.0,5.0,1.0,13800.0,2016,10,1.0
297,3.0,1.0,4.0,6.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,6.0,6.0,2.0,19400.0,2016,11,2.0
298,3.0,83.0,383.0,378.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,6.0,11.0,3.0,4.0,7100.0,2016,11,2.0
299,8.0,4.0,17.0,12.0,5.0,6.0,0.0,2.0,4.0,0.0,1.0,0.0,5.0,2.0,9.0,15.0,9.0,2.0,22800.0,2016,11,2.0
300,8.0,49.0,93.0,128.0,12.0,5.0,1.0,1.0,5.0,1.0,1.0,0.0,4.0,2.0,8.0,15.0,4.0,2.0,11400.0,2016,11,1.0
301,5.0,3.0,6.0,22.0,2.0,6.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,4.0,5.0,11.0,1.0,4.0,3800.0,2016,11,0.0
302,6.0,8.0,13.0,16.0,7.0,4.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,4.0,7.0,2.0,1.0,4600.0,2016,11,1.0
303,3.0,2.0,4.0,4.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,5.0,5.0,7.0,3.0,5.0,10100.0,2016,11,2.0
304,2.0,102.0,402.0,383.0,3.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,5.0,4.0,5.0,8.0,6.0,6.0,16100.0,2016,11,3.0
305,10.0,5.0,26.0,93.0,8.0,7.0,1.0,3.0,0.0,0.0,2.0,0.0,4.0,2.0,4.0,10.0,6.0,3.0,13500.0,2016,11,1.0
306,2.0,2.0,2.0,6.0,5.0,7.0,2.0,3.0,0.0,3.0,1.0,0.0,3.0,5.0,4.0,10.0,3.0,9.0,9500.0,2016,11,2.0
307,3.0,3.0,3.0,3.0,3.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,3.0,9.0,2.0,4.0,6600.0,2016,11,0.0
308,7.0,6.0,14.0,13.0,6.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,4.0,7.0,2.0,1.0,6600.0,2016,11,2.0
309,2.0,0.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,3.0,8.0,3.0,2.0,7600.0,2016,11,3.0
310,5.0,132.0,405.0,402.0,2.0,7.0,2.0,2.0,3.0,0.0,1.0,0.0,3.0,3.0,5.0,11.0,3.0,3.0,9700.0,2016,11,0.0
311,5.0,6.0,12.0,8.0,3.0,8.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,5.0,6.0,12.0,4.0,6.0,12600.0,2016,11,5.0
