ID,USER_ID,CREATED_AT,PRODUCT_ID,TOTAL_COST_PENNIES,TOTAL_COST_PRE_DISCOUNT_PENNIES,SOURCE
117354050,2609198,2020-06-03 12:33:05.348,544,5100,5100,web
117838696,1625376,2020-07-05 19:15:42.978,2825,2500,2500,web
116633188,1894253,2020-05-02 10:34:00.371,1665,4950,5500,web
116631333,1528928,2020-05-02 09:35:18.315,2685,3300,3800,iOS
116748403,2443728,2020-05-06 14:18:36.581,2669,3600,4800,web
116381075,1508340,2020-04-23 08:59:04.075,2686,3420,3800,web
116376856,2226918,2020-04-22 20:59:19.737,2664,3595,3595,web
116532781,1473014,2020-04-29 02:54:26.524,2449,3800,3800,web
116568945,2490928,2020-04-30 08:53:00.061,2686,4295,4795,web
117869571,2970498,2020-07-08 12:09:45.667,2791,1800,2800,web
117865801,384477,2020-07-08 06:42:37.819,107,2300,2300,iOS
117858550,2363159,2020-07-07 12:48:05.680,2791,2800,2800,web
117855846,2751622,2020-07-07 10:05:12.577,107,2570,2800,web
117878445,2159036,2020-07-09 08:41:43.603,210,2800,2800,web
117874925,559891,2020-07-08 19:41:18.510,2550,2800,2800,web
117879715,1566405,2020-07-09 09:37:19.847,2044,2520,2800,web
117879241,2527075,2020-07-09 09:17:25.075,107,2300,2300,web
117855813,1338420,2020-07-07 10:03:11.201,2550,2800,2800,web
117871610,1611579,2020-07-08 14:59:54.376,2602,3060,3400,web
117889920,2976479,2020-07-10 07:56:48.092,92,11500,11500,web
117900541,945417,2020-07-11 11:41:40.475,110,3220,3700,iOS
117903169,2743557,2020-07-11 18:44:20.117,60,5400,6000,web
117910394,626110,2020-07-12 19:26:13.642,2797,4800,4800,iOS
117911689,2258791,2020-07-12 21:51:32.392,107,1800,2300,web
117869572,1980907,2020-07-08 12:09:46.995,2778,3200,3200,web
117866583,234556,2020-07-08 08:24:27.859,2043,3400,3400,web
117876798,1769785,2020-07-09 05:12:00.793,2642,3800,3800,iOS
117913538,2706888,2020-07-13 08:33:48.365,110,3200,3200,web
117931382,1967052,2020-07-14 10:53:37.507,2377,4000,4000,web
117912676,830281,2020-07-13 07:28:05.738,107,2300,2300,web
117900321,2309932,2020-07-11 11:12:11.722,2791,2800,2800,web
117910405,2271477,2020-07-12 19:27:00.851,110,3200,3200,iOS
117937395,2991508,2020-07-14 17:53:57.308,107,1800,2300,web
117940641,2447613,2020-07-14 22:25:35.763,2044,2520,2800,web
117940899,2992735,2020-07-15 01:12:15.761,210,2380,2800,web
117954717,1286318,2020-07-16 08:32:19.113,110,2880,3200,iOS
117969274,1603246,2020-07-17 11:24:08.453,107,2070,2300,web
117953491,961041,2020-07-16 06:21:21.667,2550,2520,2800,web
117958413,2998473,2020-07-16 11:52:13.168,2777,3600,3600,web
117970117,2085657,2020-07-17 12:36:31.893,2796,4500,4500,iOS
117947294,855416,2020-07-15 14:18:52.128,1518,3200,3200,web
117980865,2181022,2020-07-18 21:25:00.192,1515,2800,2800,iOS
117990558,2900547,2020-07-20 09:09:57.244,2044,2520,2800,web
117991979,2047758,2020-07-20 10:38:48.731,1515,2800,2800,iOS
117965994,2585507,2020-07-17 06:19:48.807,2550,2800,2800,web
117979769,1031723,2020-07-18 17:50:18.253,2550,2520,2800,iOS
117854965,2651909,2020-07-07 09:19:14.223,2361,3200,3200,iOS
117898441,2979042,2020-07-11 07:17:16.957,2476,3150,3600,iOS
117916681,1909584,2020-07-13 10:59:01.116,2476,3000,3000,web
117986889,1054794,2020-07-19 19:03:29.290,1364,2700,3000,iOS
118003779,1146261,2020-07-21 09:45:08.195,210,2800,2800,web
118003900,3013604,2020-07-21 09:51:05.886,2791,2380,2800,iOS
118010568,342124,2020-07-21 18:23:05.763,2530,5800,5800,iOS
118010983,991189,2020-07-21 19:00:46.537,210,3300,3300,web
118014911,1484075,2020-07-22 09:03:51.960,107,1955,2300,iOS
118032544,1596192,2020-07-23 16:04:13.617,2042,4600,4600,web
118028426,1187039,2020-07-23 10:48:58.943,2777,4800,4800,web
118040381,69272,2020-07-24 11:46:19.737,2023,4600,4600,web
118042807,2962941,2020-07-24 15:26:02.493,107,2070,2300,iOS
118045534,1767223,2020-07-24 20:53:39.239,210,2520,2800,iOS
118045612,1584400,2020-07-24 21:08:10.461,2798,3800,3800,web
118049646,2070832,2020-07-25 13:49:25.766,1515,2800,2800,web
118049688,1549505,2020-07-25 13:54:16.633,1784,2700,3200,iOS
118055687,1600493,2020-07-26 13:10:20.196,107,2070,2300,web
118076246,2160517,2020-07-28 09:32:48.451,2044,3600,3600,web
118082443,1720438,2020-07-28 15:44:10.219,2023,2900,3400,web
118090133,986107,2020-07-29 10:12:02.867,1515,2800,2800,iOS
118092487,693047,2020-07-29 13:13:15.049,210,2800,2800,iOS
118108147,2727276,2020-07-30 19:00:56.825,107,2300,2300,web
118109147,385160,2020-07-30 20:36:42.601,1515,2240,2800,iOS
118112934,2859289,2020-07-31 10:08:58.609,2602,3400,3400,web
118111070,1997710,2020-07-31 07:41:02.225,2802,3000,3000,Android
118131561,2006645,2020-08-02 14:44:30.042,1515,2800,2800,web
118139252,851871,2020-08-03 09:01:41.471,210,2380,2800,web
118143452,2854583,2020-08-03 10:48:59.407,2793,3800,3800,web
118136698,846679,2020-08-03 07:25:23.306,1515,2800,2800,web
118136299,2221001,2020-08-03 06:26:44.476,1515,2800,2800,iOS
118157303,1851914,2020-08-04 07:39:17.516,107,2300,2300,web
118172391,967127,2020-08-05 08:48:55.206,2791,3120,3400,web
118173877,1743716,2020-08-05 10:21:05.217,1784,2700,3200,web
118175734,1316198,2020-08-05 12:37:49.198,107,2300,2300,web
118176497,2354670,2020-08-05 13:34:12.036,210,2800,2800,web
118172030,1626470,2020-08-05 08:25:12.497,2898,5300,5800,iOS
118186633,1213699,2020-08-06 10:23:15.240,2778,2880,3200,web
118186931,451451,2020-08-06 10:40:32.285,107,2300,2300,web
118198531,1834460,2020-08-07 11:04:36.392,2778,3480,3800,web
118204478,3080781,2020-08-07 21:42:27.767,107,1800,2300,web
118203424,3080434,2020-08-07 18:49:14.984,210,2300,2800,web
118203393,3080434,2020-08-07 18:44:58.993,210,1800,2800,web
118204427,3080781,2020-08-07 21:28:16.254,210,1800,2800,web
118215920,2602371,2020-08-09 17:25:48.840,107,2070,2300,web
118221449,2181330,2020-08-10 09:53:16.918,2550,2800,2800,web
118221963,1980485,2020-08-10 10:23:47.442,107,1300,2300,web
118227474,1527982,2020-08-10 16:56:47.447,2079,6100,6100,web
118228862,1790928,2020-08-10 18:56:23.111,107,2300,2300,iOS
118219280,2720473,2020-08-10 07:28:35.500,107,2070,2300,iOS
118218744,2549022,2020-08-10 05:34:21.771,107,2300,2300,web
118237227,221028,2020-08-11 12:10:10.116,2044,2300,2800,web
118236196,2152919,2020-08-11 11:07:31.660,110,2720,3200,iOS
118233976,1193554,2020-08-11 09:09:46.758,2904,3780,4200,iOS
118248698,2898005,2020-08-12 11:46:57.069,110,3200,3200,iOS
118249583,493668,2020-08-12 12:57:45.281,2550,2800,2800,web
118258310,597376,2020-08-13 09:40:48.400,2802,3200,3200,web
118264881,991789,2020-08-13 17:48:53.285,1518,3200,3200,iOS
118262984,253605,2020-08-13 15:02:03.292,2550,2520,2800,web
114058680,573141,2019-09-06 21:05:02.146,1782,1700,2200,web
116551460,2484314,2020-04-29 15:00:15.977,822,3400,3400,web
116555833,1821795,2020-04-29 17:26:35.723,107,0,2300,web
116552037,2485031,2020-04-29 15:18:11.622,110,3200,3200,web
116562380,2489011,2020-04-29 21:13:17.225,1811,2400,4000,web
116553297,466707,2020-04-29 15:58:42.161,107,1800,2300,web
116563196,391242,2020-04-29 21:59:37.887,726,2880,3200,web
114056168,1679926,2019-09-06 11:51:17.837,210,2465,2900,web
114092306,1692592,2019-09-13 08:07:28.125,1036,1700,2700,web
116597516,991189,2020-04-30 21:26:07.241,210,3000,3000,web
114098280,35907,2019-09-14 10:45:03.759,1036,2000,2600,web
114087731,1691181,2019-09-12 13:25:35.963,110,2400,3000,web
114116676,376645,2019-09-17 17:15:47.713,1788,2520,2800,web
114113139,1003914,2019-09-17 09:00:07.911,1788,2380,2800,web
114121010,1694227,2019-09-18 12:02:55.653,2144,3500,4000,web
114098058,1694227,2019-09-14 09:50:10.892,2150,4000,4600,web
114114145,1604527,2019-09-17 10:54:57.702,1782,1700,2200,web
116634951,922436,2020-05-02 11:28:31.207,2374,2800,2800,iOS
116641012,2515667,2020-05-02 14:54:25.622,1518,1920,3200,web
114144015,342124,2019-09-23 08:49:57.339,1518,2550,3000,web
114153632,1714919,2019-09-24 10:23:30.932,1773,2300,2800,web
116658996,2522470,2020-05-03 13:14:52.237,1135,2700,4500,web
116664347,2386051,2020-05-03 17:04:32.154,2374,2800,2800,web
116680851,189812,2020-05-04 11:41:03.418,2622,2160,2400,web
114157821,608498,2019-09-24 20:01:19.000,110,2550,3000,web
116812620,1182437,2020-05-09 15:15:56.928,1515,3000,3000,iOS
116816921,2584992,2020-05-09 20:42:43.256,1515,2500,3000,web
116821553,761414,2020-05-10 10:30:56.809,110,2880,3200,iOS
116826060,2588137,2020-05-10 14:03:41.400,1917,3800,3800,web
116823264,16181,2020-05-10 11:42:58.714,110,2720,3200,web
116833531,338232,2020-05-10 21:21:50.554,726,2720,3200,iOS
116842203,861394,2020-05-11 12:08:57.554,2550,2800,2800,web
116730254,331848,2020-05-05 21:30:10.317,822,3060,3400,web
116754507,2561257,2020-05-06 17:23:56.098,107,1800,2300,web
116762811,1212397,2020-05-06 21:18:05.682,2374,2240,2800,iOS
116745651,1829195,2020-05-06 12:58:36.350,822,3490,4000,web
116753834,2314928,2020-05-06 17:03:51.485,1923,4420,5200,iOS
116759470,1617592,2020-05-06 19:38:21.669,1888,4000,4000,web
116754307,2561257,2020-05-06 17:17:14.445,107,2070,2300,web
116749748,548850,2020-05-06 14:57:23.238,1923,5200,5200,web
116749685,1762562,2020-05-06 14:55:39.518,110,3200,3200,iOS
116763482,949265,2020-05-06 21:51:03.085,933,2160,3600,iOS
116767668,2567303,2020-05-07 08:32:57.301,1888,1920,3200,web
116767804,2567303,2020-05-07 08:38:43.706,107,1380,2300,web
116782794,2398367,2020-05-07 17:43:34.481,822,2890,3400,iOS
116783649,1809661,2020-05-07 18:27:04.409,2550,2800,2800,web
116793902,1940352,2020-05-08 11:29:08.569,2550,2800,2800,web
116798010,317545,2020-05-08 15:27:06.529,2622,2400,2400,iOS
116805836,2581164,2020-05-09 09:21:12.216,107,1300,2300,iOS
116806036,213708,2020-05-09 09:30:37.798,2550,2380,2800,iOS
116816875,2584992,2020-05-09 20:37:53.960,107,2300,2300,web
112108342,336859,2018-07-31 11:37:01.712,1128,2700,2700,web
114865459,1963021,2020-01-02 19:18:14.752,210,2800,2800,web
114865497,1963021,2020-01-02 19:21:44.790,1518,2500,3000,web
110740946,421172,2017-03-18 09:40:54.511,256,2880,3200,web
110745809,160207,2017-03-19 14:09:33.770,118,2750,3500,web
110746282,118874,2017-03-19 15:27:45.324,260,2780,3600,web
114869642,1937014,2020-01-03 12:13:04.295,1523,3060,3600,web
110750528,424978,2017-03-20 10:06:14.754,193,1800,2000,web
110767340,323160,2017-03-21 19:01:57.532,193,1800,2000,web
110835178,125734,2017-04-10 18:37:45.663,254,3000,3000,iOS
112890706,1247764,2019-02-11 12:53:07.349,1516,3840,4200,web
112842602,1227582,2019-02-03 20:20:03.791,1129,3600,3600,web
112894825,1249555,2019-02-11 18:41:05.873,1146,3420,3800,web
112848277,999934,2019-02-04 20:46:09.027,1518,2600,2600,web
112843630,1227979,2019-02-04 08:27:01.257,1518,2600,2600,web
112849153,891165,2019-02-04 23:25:01.826,1518,2210,2600,iOS
112277619,68046,2018-09-27 21:09:30.155,1035,1840,2300,web
112251290,1009452,2018-09-19 19:33:22.395,1265,4000,4000,iOS
112171391,989358,2018-08-24 08:17:10.889,1199,1900,2900,web
112171945,989559,2018-08-24 10:55:47.220,1035,2400,2900,web
112259739,696259,2018-09-23 09:06:00.944,1132,2600,3100,web
112261506,1025785,2018-09-23 21:59:17.613,110,2000,3000,web
112177826,848141,2018-08-27 19:26:53.358,1137,4400,5000,web
112178830,885531,2018-08-28 09:17:24.413,210,2600,3200,web
112265237,923789,2018-09-25 08:28:52.277,1240,3100,3600,iOS
112269020,934534,2018-09-25 21:01:08.612,1252,3400,4000,iOS
112183340,583409,2018-08-29 10:05:14.055,1036,2125,2500,web
112302297,1040408,2018-10-04 11:48:15.960,110,2000,3000,web
112291187,606880,2018-10-02 08:21:05.714,1253,3000,3000,web
112300286,717971,2018-10-04 06:41:29.218,1199,500,2900,web
112312660,684264,2018-10-07 20:09:49.835,110,3000,3000,iOS
112314608,631498,2018-10-08 11:56:26.935,110,2500,3000,web
112332827,459883,2018-10-12 18:14:01.033,1036,2250,2500,iOS
112321861,1047778,2018-10-09 20:25:47.444,1128,2160,2700,web
112343736,734090,2018-10-16 10:01:34.811,1250,6600,6600,web
112219430,803271,2018-09-10 12:40:06.923,1036,2000,2500,web
112321809,202303,2018-10-09 20:12:04.330,1128,2700,2700,web
112224084,117930,2018-09-11 14:33:43.989,1035,800,2300,web
112326810,290794,2018-10-11 09:44:09.559,941,3060,3600,web
112358137,1035630,2018-10-20 07:36:56.103,1036,2125,2500,iOS
112329464,783387,2018-10-11 19:42:20.284,1251,4500,4500,web
112331194,1027262,2018-10-12 10:54:39.749,210,2700,2700,web
114166724,1720438,2019-09-26 09:08:48.275,1972,2805,3300,iOS
114189498,830525,2019-09-30 11:07:47.075,1523,2975,3500,web
114166387,1512065,2019-09-26 08:44:47.551,110,2550,3000,web
114194781,353130,2019-09-30 20:02:44.188,2147,3800,3800,web
114176399,1615564,2019-09-27 14:54:21.837,191,2975,3500,web
114199598,71702,2019-10-01 13:49:09.927,2148,4200,4200,web
114189149,233231,2019-09-30 10:40:49.400,1518,1000,3000,web
114194239,1174612,2019-09-30 19:09:46.491,1518,2400,3000,web
114211581,1325941,2019-10-03 11:52:01.289,2148,3570,4200,iOS
114202135,278445,2019-10-01 20:22:17.486,2162,6900,6900,iOS
114237233,1745813,2019-10-08 10:15:50.064,2148,4000,5000,web
114242108,988801,2019-10-08 20:34:58.268,110,2550,3000,iOS
114235311,1745615,2019-10-08 07:50:35.393,1036,2700,2700,web
115360429,2028865,2020-03-06 09:52:53.515,107,1980,2200,web
114239620,1020331,2019-10-08 14:39:54.128,1782,1980,2200,web
110790166,49526,2017-03-23 14:12:10.096,311,2720,3200,web
110793987,112451,2017-03-23 20:08:39.791,259,3540,3900,web
110794767,200777,2017-03-23 21:04:15.918,256,2680,3500,web
114249531,734682,2019-10-10 00:44:42.382,1518,1500,3000,web
114250529,1160899,2019-10-10 08:44:53.741,1784,3315,3900,web
114262017,1755108,2019-10-12 12:44:28.819,1515,1800,2800,web
114272195,1758544,2019-10-14 13:33:31.944,110,2000,3000,web
114274388,1292517,2019-10-14 17:59:59.593,2113,2720,3400,Android
114268285,1316057,2019-10-14 08:13:52.041,1132,2640,3300,web
114268251,822323,2019-10-14 08:11:31.410,2204,2550,3000,web
115015504,1827894,2020-01-27 10:18:06.757,210,2340,2600,web
114270718,1670520,2019-10-14 11:12:25.205,210,2465,2900,web
110810735,449915,2017-03-26 10:42:38.976,108,2300,2300,web
110811541,450270,2017-03-26 20:44:01.387,118,2400,3400,web
116919202,2620280,2020-05-14 08:12:35.925,107,1800,2300,web
114974634,1945947,2020-01-20 12:16:57.857,1132,2805,3300,Android
110828170,458808,2017-04-06 09:30:45.916,193,1600,2000,web
110864097,65766,2017-04-27 13:33:58.754,363,5800,5800,iOS
110870689,475749,2017-05-01 08:59:49.165,333,3000,4000,web
114306727,1771921,2019-10-20 18:05:56.768,1788,1800,2800,web
110845205,235832,2017-04-17 16:38:38.939,193,1500,2000,web
116923905,2578587,2020-05-14 09:46:46.322,1713,4300,4300,web
110846974,323160,2017-04-18 19:34:20.847,331,2160,2400,web
116921353,543502,2020-05-14 08:49:40.281,1518,2880,3200,web
110854584,468876,2017-04-23 13:01:57.797,193,2000,2000,web
110855737,469361,2017-04-24 09:36:55.943,118,2000,3000,web
110956210,353625,2017-06-13 10:49:56.244,377,3800,3800,web
110964027,523695,2017-06-16 12:37:03.484,259,8075,9500,web
110875984,479124,2017-05-03 14:30:19.065,259,3500,3500,web
115288111,1865518,2020-02-27 09:21:31.839,2404,3190,4100,web
114874854,1467139,2020-01-04 12:20:15.145,1339,2500,3000,web
114326796,986302,2019-10-23 20:15:33.224,110,2050,3000,iOS
114329642,1780733,2019-10-24 10:46:03.602,192,2800,3800,web
114330775,1781141,2019-10-24 13:11:26.240,2178,3600,4500,web
114332283,1781687,2019-10-24 17:20:27.108,110,3000,3000,web
114340555,959517,2019-10-26 13:52:08.488,1782,1700,2200,web
114338975,217644,2019-10-25 21:16:21.662,1036,2295,2700,iOS
114348170,1745028,2019-10-28 13:14:29.737,1782,1650,2200,iOS
114347625,100587,2019-10-28 11:50:16.700,1782,2200,2200,iOS
111046380,392574,2017-07-24 08:06:01.303,210,2200,2200,web
114364338,1791381,2019-10-30 21:08:37.707,1782,1200,2200,web
114360711,472788,2019-10-30 11:23:17.371,110,2550,3000,iOS
111063366,461218,2017-07-31 14:02:56.627,362,5000,5000,web
111070064,567467,2017-08-03 08:32:43.080,193,1700,2000,web
111073149,125734,2017-08-04 10:39:29.647,60,5000,5000,web
111081445,74381,2017-08-08 19:13:50.280,110,2700,3000,web
110887852,219850,2017-05-09 12:53:26.909,259,5000,5000,web
114375933,1396424,2019-11-01 12:11:47.256,2148,3400,4000,iOS
111119745,257489,2017-08-27 17:17:06.586,413,4000,4000,web
111121592,265695,2017-08-29 05:55:37.044,110,3000,3000,iOS
114405174,671209,2019-11-06 14:23:55.318,110,3000,3000,web
114407660,1362726,2019-11-06 20:38:41.380,2192,3060,3400,web
114420448,1814480,2019-11-08 19:30:34.615,1339,2000,3000,web
114419693,1779845,2019-11-08 16:41:47.961,1784,2560,3400,iOS
114422230,317545,2019-11-09 11:59:02.192,1782,2200,2200,iOS
114424464,339703,2019-11-10 01:38:56.399,2192,3060,3400,iOS
114434603,1286318,2019-11-11 16:56:01.444,1313,3600,4500,web
114435330,342363,2019-11-11 18:24:32.580,60,5100,6000,iOS
114435751,921863,2019-11-11 19:13:47.268,1036,2700,2700,web
114441194,1815529,2019-11-12 12:58:01.375,1518,2550,3000,iOS
111290492,480720,2017-11-15 22:48:00.423,578,1650,2200,web
111329875,536660,2017-11-28 21:49:05.499,588,4800,6000,web
111353003,674901,2017-12-07 13:43:23.629,582,2600,3600,web
111336092,669178,2017-12-01 10:49:11.189,573,2800,2800,web
111301754,659418,2017-11-21 12:37:10.008,603,2880,3600,web
111344499,359454,2017-12-04 20:02:11.592,577,2200,3000,web
111355515,676031,2017-12-08 10:48:34.907,586,4000,4000,web
111190311,610396,2017-09-27 19:27:58.453,557,3000,4000,web
111381287,164787,2017-12-15 08:30:42.820,577,2550,3000,web
111232274,421172,2017-10-17 18:54:37.768,193,1500,2000,web
111224500,100587,2017-10-13 12:03:41.220,191,3000,3000,iOS
111228017,632030,2017-10-16 08:35:07.052,331,1400,2400,web
111384980,660812,2017-12-15 22:07:40.469,625,4300,4300,web
111430465,292659,2018-01-03 10:30:09.238,578,1980,2200,web
111429136,340202,2018-01-02 16:59:07.746,678,3000,3000,web
111409292,692489,2017-12-20 22:51:35.639,60,6000,6000,web
111418680,184521,2017-12-26 13:04:32.260,295,2805,3300,iOS
111374050,660135,2017-12-14 09:38:29.375,577,3000,3000,iOS
111444505,640086,2018-01-09 19:16:26.374,580,3000,3000,web
110893663,158857,2017-05-11 17:54:25.374,110,2500,3000,web
111388963,325687,2017-12-17 11:46:13.384,586,3600,4000,web
111259695,643236,2017-10-31 09:51:11.513,573,2800,2800,web
111288315,643784,2017-11-14 23:19:33.849,191,2100,3000,iOS
111309552,392574,2017-11-24 09:45:54.957,582,3100,3600,iOS
111281696,383373,2017-11-12 09:29:22.936,331,1575,2500,iOS
111299698,160253,2017-11-20 19:10:28.032,590,2550,3000,iOS
111312259,598040,2017-11-24 17:32:48.707,577,2500,3000,web
111429335,694005,2018-01-02 18:06:50.038,678,2000,3000,web
112977859,736831,2019-02-25 18:36:48.940,1518,2340,2600,web
111445300,241716,2018-01-10 08:43:56.903,580,2400,3000,web
111455975,707879,2018-01-15 11:21:31.807,590,2400,3000,web
111499499,48487,2018-02-01 12:51:27.804,726,2520,2800,web
113044781,237097,2019-03-08 15:51:10.983,1558,2520,2800,web
111505560,527212,2018-02-03 18:56:00.415,331,2500,2500,web
113007272,503840,2019-03-03 14:58:34.443,1558,2380,2800,web
114448472,148833,2019-11-13 11:36:56.543,1523,3060,3600,web
114449790,1379650,2019-11-13 13:59:08.275,2251,2700,2700,web
113059673,1244514,2019-03-11 21:24:47.692,1527,2700,3200,web
113083187,1060454,2019-03-15 11:36:03.335,1682,6000,6000,web
114475762,1098330,2019-11-18 09:20:27.082,1339,2550,3000,web
113044201,991789,2019-03-08 14:02:54.280,210,3700,3700,iOS
113105340,1324207,2019-03-19 10:43:11.850,1518,2100,2600,web
113058302,616747,2019-03-11 18:20:10.179,1667,3150,3500,web
114514204,1848861,2019-11-23 14:37:06.718,210,2900,2900,iOS
114517987,395811,2019-11-24 14:22:04.775,1782,1700,2200,web
114521577,1500612,2019-11-24 23:14:33.465,1782,2200,2200,iOS
114521803,1822572,2019-11-25 02:44:07.251,2251,3200,3200,web
113082988,1322679,2019-03-15 11:07:10.742,110,2000,3000,web
113083249,1322679,2019-03-15 11:44:30.794,337,4000,4000,web
113136506,1342166,2019-03-22 21:34:21.946,1518,2340,2600,web
114544343,1862042,2019-11-27 13:28:37.871,1036,2295,2700,iOS
114545097,1028822,2019-11-27 14:54:47.660,1036,3900,3900,web
114547300,1370722,2019-11-27 19:50:16.234,210,3152,3500,web
113091962,1325941,2019-03-17 15:21:31.021,210,2900,2900,web
114542371,1861289,2019-11-27 09:56:30.724,210,2900,2900,web
114558293,25707,2019-11-28 20:21:46.497,1782,1870,2200,web
114567475,513515,2019-11-29 13:31:54.931,1339,3000,3000,web
113144442,1132838,2019-03-24 06:39:26.048,1689,3800,3800,web
114573667,286462,2019-11-29 21:34:50.530,210,2465,2900,iOS
114560917,1868125,2019-11-29 06:45:03.322,669,2400,2400,web
111703609,740760,2018-03-07 20:06:58.693,331,3400,3400,web
111499150,451451,2018-02-01 11:38:06.712,578,2200,2200,web
111531802,575966,2018-02-10 15:57:49.928,60,4000,6000,web
110005323,22282,2014-11-28 07:59:24.353,3,500,2000,iOS
111753700,717971,2018-03-13 11:32:49.376,829,0,3300,web
111588864,764313,2018-02-22 18:02:19.488,578,2200,2200,web
111544169,65213,2018-02-12 14:14:10.334,331,1625,2500,iOS
111570536,295146,2018-02-17 10:06:40.111,758,3600,4000,web
111656681,47144,2018-03-05 18:30:01.429,757,0,3300,web
111636366,767226,2018-03-04 11:32:03.974,578,1980,2200,web
111597640,273652,2018-02-25 17:34:10.764,210,2160,2400,Android
111777945,665178,2018-03-23 09:10:26.723,728,2670,3000,web
111652552,764296,2018-03-05 14:25:49.053,852,4120,5000,web
111654328,420172,2018-03-05 16:13:13.320,578,2180,2400,web
114887453,214734,2020-01-06 18:22:20.500,1036,2295,2700,web
110139154,119697,2016-01-20 17:17:14.423,41,1400,2400,web
111688181,123445,2018-03-07 09:02:31.884,852,3960,4400,web
111650722,785465,2018-03-05 12:58:06.831,824,3400,4100,web
111632533,166312,2018-03-03 20:03:19.958,210,2314,2600,web
111625603,624732,2018-03-02 16:40:19.175,822,3500,3800,web
111637274,667184,2018-03-04 12:51:23.847,852,3960,4400,iOS
111648624,393396,2018-03-05 11:25:05.803,210,2140,2900,web
111668215,662798,2018-03-06 11:07:29.819,210,2000,2500,iOS
111639041,781691,2018-03-04 15:43:32.020,331,2430,2700,web
111679445,196018,2018-03-06 19:45:34.811,578,1870,2200,web
111653464,786395,2018-03-05 15:16:15.543,677,3400,4100,web
111724440,169254,2018-03-08 16:34:03.391,726,2610,2900,web
111651667,785569,2018-03-05 13:41:34.788,210,2100,2600,web
111657505,787898,2018-03-05 19:17:11.411,210,2000,2500,web
110097905,60984,2015-11-18 12:50:21.680,52,3300,3300,iOS
114580765,1474875,2019-11-30 21:12:53.009,2233,2125,2500,iOS
110108846,101978,2015-12-01 21:26:41.924,51,2100,2600,web
110464539,252944,2016-09-29 12:06:27.355,167,1500,2500,Android
110451229,60063,2016-09-17 10:52:30.635,171,2840,3100,iOS
110146326,104480,2016-01-30 13:21:29.257,62,2000,2000,iOS
110494197,49526,2016-10-28 12:19:52.657,171,2210,2600,web
114623552,860534,2019-12-03 21:19:04.274,210,2900,2900,web
114627490,1886538,2019-12-04 10:48:45.168,1036,2700,2700,web
114611674,342124,2019-12-03 09:08:56.198,1314,2640,3300,iOS
114642372,539398,2019-12-05 13:35:07.213,2237,3150,3500,web
114652597,385160,2019-12-06 16:06:00.514,1782,1980,2200,iOS
114652573,1815622,2019-12-06 16:03:21.546,2251,2610,2900,web
110641076,331016,2017-02-07 21:40:55.456,193,2600,2600,web
114672139,1033706,2019-12-09 10:08:37.562,925,2550,3000,web
114670494,1022547,2019-12-09 09:17:59.482,1339,2550,3000,web
114689385,1720438,2019-12-10 11:07:01.197,1339,2700,3000,web
114691418,1181480,2019-12-10 13:51:52.157,1339,2550,3000,web
111011471,542421,2017-07-08 13:28:33.324,260,2805,3300,iOS
111055442,561073,2017-07-27 11:22:52.288,413,3200,4000,web
110526823,97718,2016-11-25 14:18:39.750,152,2465,2900,web
111150826,262414,2017-09-10 16:08:51.461,331,2400,2400,iOS
111130592,424711,2017-09-01 06:26:42.284,254,3060,3600,iOS
110584087,165517,2016-12-25 11:41:31.269,218,3500,3500,iOS
111301688,373882,2017-11-21 12:22:03.293,577,2700,3000,iOS
110612622,116595,2017-01-21 12:38:39.489,193,1700,2000,web
111637781,154274,2018-03-04 13:39:52.099,726,3100,3100,Android
111640798,638122,2018-03-04 18:10:23.834,578,2200,2200,web
111651480,785569,2018-03-05 13:33:25.185,578,1200,2200,web
110927409,25581,2017-05-30 15:50:54.856,398,2100,2600,web
110975785,424824,2017-06-22 12:14:53.769,110,2400,3000,web
111938706,815238,2018-05-25 15:51:25.442,933,3600,3600,web
114903033,1975461,2020-01-08 20:44:55.490,2364,3060,3400,web
115085599,1972213,2020-02-04 09:29:38.503,2347,2500,3000,iOS
111987686,918619,2018-06-13 14:38:53.898,959,2300,2800,web
111956373,907896,2018-06-02 10:01:44.521,924,2300,2300,web
111141685,383052,2017-09-05 21:25:44.754,331,2400,2400,iOS
111191557,245984,2017-09-28 09:49:24.424,331,1540,2400,web
111909049,888902,2018-05-15 12:36:46.647,331,2340,2600,web
111202922,621225,2017-10-03 14:11:47.995,175,3500,4500,web
111238620,636005,2017-10-20 14:53:45.802,189,2300,3300,web
111975856,914819,2018-06-10 09:33:04.870,1086,7100,7100,web
111304929,636005,2017-11-22 14:45:29.618,587,4550,5000,web
114989468,2006486,2020-01-22 13:48:46.299,1888,3000,3000,web
111331682,654482,2017-11-29 14:52:03.425,586,3600,4000,web
111940751,902481,2018-05-27 10:53:20.600,1108,4675,5500,iOS
112034786,317545,2018-07-02 11:13:44.992,110,2550,3000,iOS
111405654,48487,2017-12-20 09:35:38.994,118,3500,3500,web
111410430,164787,2017-12-21 09:53:39.374,625,3870,4500,web
111417523,550427,2017-12-24 11:08:21.471,580,0,3000,web
111430048,698129,2018-01-02 22:52:41.806,677,2600,3600,web
111453554,558385,2018-01-13 18:15:14.731,579,2700,2700,Android
111460458,154481,2018-01-16 19:07:28.281,692,3800,3800,web
110013231,31691,2015-01-20 20:08:00.842,3,800,2000,web
110020344,39242,2015-02-12 20:06:21.107,16,2000,2500,iOS
